Notes	County	County Code	Deaths	Population	Crude Rate	State_Code	State	Year	Sex	Age	Race_Code	Race
	Autauga County, AL	01001	Suppressed	279311	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Baldwin County, AL	01003	44	903205	4.9	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Barbour County, AL	01005	Suppressed	171462	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Bibb County, AL	01007	Suppressed	128215	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Blount County, AL	01009	Suppressed	317625	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Bullock County, AL	01011	Suppressed	67711	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Butler County, AL	01013	Suppressed	125874	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Calhoun County, AL	01015	Suppressed	675784	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Chambers County, AL	01017	Suppressed	215244	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Cherokee County, AL	01019	Suppressed	147082	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Chilton County, AL	01021	Suppressed	245032	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Choctaw County, AL	01023	Suppressed	91640	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Clarke County, AL	01025	Suppressed	163570	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Clay County, AL	01027	Suppressed	85210	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Cleburne County, AL	01029	Suppressed	85906	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Coffee County, AL	01031	Suppressed	266233	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Colbert County, AL	01033	Suppressed	327331	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Conecuh County, AL	01035	Suppressed	82258	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Coosa County, AL	01037	Suppressed	70549	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Covington County, AL	01039	Suppressed	222471	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Crenshaw County, AL	01041	Suppressed	82102	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Cullman County, AL	01043	Suppressed	466821	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Dale County, AL	01045	Suppressed	295266	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Dallas County, AL	01047	Suppressed	272273	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	DeKalb County, AL	01049	Suppressed	397575	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Elmore County, AL	01051	Suppressed	415923	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Escambia County, AL	01053	Suppressed	227782	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Etowah County, AL	01055	Suppressed	618702	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Fayette County, AL	01057	Suppressed	109387	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Franklin County, AL	01059	Suppressed	185914	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Geneva County, AL	01061	Suppressed	154371	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Greene County, AL	01063	Suppressed	58899	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Hale County, AL	01065	Suppressed	102932	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Henry County, AL	01067	Suppressed	99122	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Houston County, AL	01069	Suppressed	546034	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Jackson County, AL	01071	Suppressed	322249	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Jefferson County, AL	01073	127	3948217	3.2	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Lamar County, AL	01075	Suppressed	92324	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Lauderdale County, AL	01077	Suppressed	529577	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Lawrence County, AL	01079	Suppressed	207612	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Lee County, AL	01081	Suppressed	718781	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Limestone County, AL	01083	Suppressed	409763	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Lowndes County, AL	01085	Suppressed	78049	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Macon County, AL	01087	Suppressed	139776	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Madison County, AL	01089	Suppressed	1733127	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Marengo County, AL	01091	Suppressed	132330	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Marion County, AL	01093	Suppressed	184163	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Marshall County, AL	01095	Suppressed	504120	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Mobile County, AL	01097	80	2393504	3.3	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Monroe County, AL	01099	Suppressed	143771	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Montgomery County, AL	01101	Suppressed	1339033	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Morgan County, AL	01103	Suppressed	674380	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Perry County, AL	01105	Suppressed	68390	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Pickens County, AL	01107	Suppressed	123756	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Pike County, AL	01109	Suppressed	180559	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Randolph County, AL	01111	Suppressed	134851	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Russell County, AL	01113	Suppressed	297161	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	St. Clair County, AL	01115	Suppressed	409750	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Shelby County, AL	01117	Suppressed	943779	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Sumter County, AL	01119	Suppressed	86600	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Talladega County, AL	01121	Suppressed	485940	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Tallapoosa County, AL	01123	Suppressed	246584	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Tuscaloosa County, AL	01125	12	1017396	Unreliable	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Walker County, AL	01127	Suppressed	417076	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Washington County, AL	01129	Suppressed	107326	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Wilcox County, AL	01131	Suppressed	76229	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Winston County, AL	01133	Suppressed	147859	Suppressed	01	Alabama	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Autauga County, AL	01001	Suppressed	320983	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Baldwin County, AL	01003	71	1064740	6.7	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Barbour County, AL	01005	Suppressed	165659	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Bibb County, AL	01007	10	135864	Unreliable	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Blount County, AL	01009	20	341120	5.9	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Bullock County, AL	01011	Suppressed	65183	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Butler County, AL	01013	Suppressed	125122	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Calhoun County, AL	01015	10	703605	Unreliable	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Chambers County, AL	01017	Suppressed	206893	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Cherokee County, AL	01019	Suppressed	154555	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Chilton County, AL	01021	Suppressed	259460	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Choctaw County, AL	01023	Suppressed	84205	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Clarke County, AL	01025	Suppressed	157040	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Clay County, AL	01027	Suppressed	84099	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Cleburne County, AL	01029	Suppressed	88936	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Coffee County, AL	01031	Suppressed	292116	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Colbert County, AL	01033	Suppressed	326738	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Conecuh County, AL	01035	Suppressed	80039	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Coosa County, AL	01037	Suppressed	68045	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Covington County, AL	01039	Suppressed	226088	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Crenshaw County, AL	01041	Suppressed	83599	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Cullman County, AL	01043	11	480186	Unreliable	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Dale County, AL	01045	Suppressed	298585	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Dallas County, AL	01047	Suppressed	263693	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	DeKalb County, AL	01049	13	421521	Unreliable	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Elmore County, AL	01051	Suppressed	468165	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Escambia County, AL	01053	26	228104	11.4	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Etowah County, AL	01055	14	624599	Unreliable	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Fayette County, AL	01057	Suppressed	104564	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Franklin County, AL	01059	Suppressed	188774	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Geneva County, AL	01061	Suppressed	159463	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Greene County, AL	01063	Suppressed	55253	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Hale County, AL	01065	Suppressed	96311	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Henry County, AL	01067	Suppressed	103147	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Houston County, AL	01069	18	597172	Unreliable	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Jackson County, AL	01071	Suppressed	320320	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Jefferson County, AL	01073	265	3943404	6.7	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Lamar County, AL	01075	Suppressed	88080	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Lauderdale County, AL	01077	Suppressed	551619	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Lawrence County, AL	01079	Suppressed	205288	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Lee County, AL	01081	11	817986	Unreliable	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Limestone County, AL	01083	16	478026	Unreliable	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Lowndes County, AL	01085	Suppressed	69842	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Macon County, AL	01087	Suppressed	129590	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Madison County, AL	01089	31	1954333	1.6	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Marengo County, AL	01091	Suppressed	127226	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Marion County, AL	01093	Suppressed	184631	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Marshall County, AL	01095	Suppressed	548284	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Mobile County, AL	01097	125	2455390	5.1	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Monroe County, AL	01099	Suppressed	139478	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Montgomery County, AL	01101	12	1371642	Unreliable	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Morgan County, AL	01103	17	707979	Unreliable	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Perry County, AL	01105	Suppressed	63827	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Pickens County, AL	01107	Suppressed	118977	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Pike County, AL	01109	Suppressed	193593	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Randolph County, AL	01111	Suppressed	136867	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Russell County, AL	01113	Suppressed	312648	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	St. Clair County, AL	01115	24	487519	4.9	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Shelby County, AL	01117	87	1136595	7.7	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Sumter County, AL	01119	Suppressed	82854	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Talladega County, AL	01121	14	493581	Unreliable	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Tallapoosa County, AL	01123	Suppressed	249395	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Tuscaloosa County, AL	01125	50	1138485	4.4	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Walker County, AL	01127	55	404795	13.6	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Washington County, AL	01129	Suppressed	105110	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Wilcox County, AL	01131	Suppressed	71599	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Winston County, AL	01133	Suppressed	147852	Suppressed	01	Alabama	2006,2007,2008,2009,2010,2011	*All*	*All*	*All*	All
	Autauga County, AL	01001	Suppressed	332422	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Baldwin County, AL	01003	93	1211341	7.7	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Barbour County, AL	01005	Suppressed	158888	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Bibb County, AL	01007	Suppressed	135509	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Blount County, AL	01009	56	346807	16.1	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Bullock County, AL	01011	Suppressed	63244	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Butler County, AL	01013	Suppressed	120845	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Calhoun County, AL	01015	Suppressed	694907	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Chambers County, AL	01017	Suppressed	203981	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Cherokee County, AL	01019	Suppressed	155702	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Chilton County, AL	01021	Suppressed	263652	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Choctaw County, AL	01023	Suppressed	79490	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Clarke County, AL	01025	Suppressed	148463	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Clay County, AL	01027	Suppressed	80887	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Cleburne County, AL	01029	Suppressed	89748	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Coffee County, AL	01031	Suppressed	307410	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Colbert County, AL	01033	Suppressed	326579	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Conecuh County, AL	01035	Suppressed	76074	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Coosa County, AL	01037	Suppressed	64809	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Covington County, AL	01039	Suppressed	226140	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Crenshaw County, AL	01041	Suppressed	83793	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Cullman County, AL	01043	28	489771	5.7	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Dale County, AL	01045	Suppressed	297829	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Dallas County, AL	01047	Suppressed	246925	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	DeKalb County, AL	01049	24	426805	5.6	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Elmore County, AL	01051	Suppressed	487452	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Escambia County, AL	01053	33	226674	14.6	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Etowah County, AL	01055	38	620230	6.1	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Fayette County, AL	01057	Suppressed	100539	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Franklin County, AL	01059	Suppressed	189713	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Geneva County, AL	01061	Suppressed	160182	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Greene County, AL	01063	Suppressed	51404	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Hale County, AL	01065	Suppressed	90810	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Henry County, AL	01067	Suppressed	103305	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Houston County, AL	01069	13	623838	Unreliable	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Jackson County, AL	01071	Suppressed	315101	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Jefferson County, AL	01073	720	3959366	18.2	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Lamar County, AL	01075	Suppressed	84331	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Lauderdale County, AL	01077	13	555887	Unreliable	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Lawrence County, AL	01079	Suppressed	200310	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Lee County, AL	01081	14	930033	Unreliable	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Limestone County, AL	01083	16	546104	Unreliable	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Lowndes County, AL	01085	Suppressed	63032	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Macon County, AL	01087	Suppressed	116471	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Madison County, AL	01089	54	2111373	2.6	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Marengo County, AL	01091	Suppressed	119742	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Marion County, AL	01093	Suppressed	180931	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Marshall County, AL	01095	Suppressed	569602	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Mobile County, AL	01097	112	2487324	4.5	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Monroe County, AL	01099	Suppressed	131315	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Montgomery County, AL	01101	16	1362511	Unreliable	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Morgan County, AL	01103	10	717184	Unreliable	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Perry County, AL	01105	Suppressed	58592	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Pickens County, AL	01107	Suppressed	120535	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Pike County, AL	01109	Suppressed	199509	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Randolph County, AL	01111	Suppressed	135959	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Russell County, AL	01113	Suppressed	351890	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	St. Clair County, AL	01115	52	521534	10.0	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Shelby County, AL	01117	104	1244716	8.4	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Sumter County, AL	01119	Suppressed	78784	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Talladega County, AL	01121	11	485210	Unreliable	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Tallapoosa County, AL	01123	10	245788	Unreliable	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Tuscaloosa County, AL	01125	42	1219518	3.4	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Walker County, AL	01127	42	392009	10.7	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Washington County, AL	01129	Suppressed	100911	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Wilcox County, AL	01131	Suppressed	66600	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Winston County, AL	01133	Suppressed	143808	Suppressed	01	Alabama	2012,2013,2014,2015,2016,2017	*All*	*All*	*All*	All
	Aleutians East Borough, AK	02013	Suppressed	16267	Suppressed	02	Alaska	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Aleutians West Census Area, AK	02016	Suppressed	33858	Suppressed	02	Alaska	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Anchorage Borough, AK	02020	36	1614332	2.2	02	Alaska	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Bethel Census Area, AK	02050	Suppressed	98439	Suppressed	02	Alaska	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Bristol Bay Borough, AK	02060	Suppressed	7075	Suppressed	02	Alaska	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Denali Borough, AK	02068	Suppressed	5536	Suppressed	02	Alaska	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Dillingham Census Area, AK	02070	Suppressed	29181	Suppressed	02	Alaska	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Fairbanks North Star Borough, AK	02090	Suppressed	520108	Suppressed	02	Alaska	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
	Haines Borough, AK	02100	Suppressed	13949	Suppressed	02	Alaska	2000,2001,2002,2003,2004,2005	*All*	*All*	*All*	All
